id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
9082,María,48,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,0,2023,5
9083,María,51,Otro,Barranquilla,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,1,1,2023,10
9084,María,56,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,1,0,0,2024,9
9085,Carlos,53,F,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,1,1,2023,11
9086,María,31,F,Bucaramanga,no hay suficientes escuelas públicas.,Salud,Urgente,0,0,0,2024,10
9087,María,33,Otro,Cartagena,falta agua potable en varias casas.,Educación,Urgente,0,0,0,2023,3
9088,Ana,77,F,Bogotá,queremos más presencia policial.,Seguridad,No urgente,1,0,1,2023,1
9089,Ana,34,F,Bogotá,Sin Comentario,Educación,No urgente,0,0,1,2023,8
9090,Laura,46,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,1,2024,7
9091,Sofía,78,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,0,0,2024,11
9092,Camilo,70,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,0,0,1,2023,11
9093,Valentina,61,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,1,0,2023,9
9094,Laura,36,M,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,0,2023,4
9095,Ana,69,Otro,Medellín,Sin Comentario,Educación,Urgente,1,1,0,2023,4
9096,María,60,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2023,3
9097,Pedro,79,M,Pereira,Sin Comentario,Salud,Urgente,0,0,1,2024,5
9098,Pedro,48,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,1,1,0,2024,7
9099,Sofía,70,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,0,1,1,2024,9
9100,María,38,F,Manizales,faltan médicos en el centro de salud.,Educación,No urgente,1,0,1,2024,3
9101,Camilo,62,F,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,0,1,2023,4
9102,Camilo,71,F,Cali,falta agua potable en varias casas.,Medio Ambiente,Urgente,0,0,1,2024,10
9103,Juan,21,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,0,0,2023,4
9104,Jorge,48,Otro,Cúcuta,faltan médicos en el centro de salud.,Salud,No urgente,1,1,1,2024,11
9105,Valentina,52,Otro,Santa Marta,Sin Comentario,Seguridad,No urgente,0,1,1,2023,9
9106,María,42,F,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,1,1,1,2024,5
9107,Camilo,53,Otro,Manizales,falta agua potable en varias casas.,Salud,Urgente,1,0,0,2023,1
9108,Valentina,37,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,0,2023,3
9109,Sofía,48,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,1,1,2024,3
9110,Camilo,32,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,1,1,0,2024,11
9111,Juan,34,F,Bucaramanga,queremos más presencia policial.,Medio Ambiente,Urgente,1,0,0,2024,11
9112,Jorge,29,F,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,0,1,0,2023,12
9113,Pedro,46,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,0,2023,7
9114,Pedro,33,M,Cali,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,0,1,2024,10
9115,Sofía,16,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,0,0,2024,3
9116,Camilo,59,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,1,1,2024,6
9117,María,69,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2024,2
9118,Carlos,45,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,1,0,1,2023,3
9119,Laura,32,Otro,Pereira,falta agua potable en varias casas.,Educación,Urgente,0,0,1,2023,10
9120,Valentina,71,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,1,0,1,2024,2
9121,Sofía,45,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,0,0,1,2023,12
9122,Juan,56,F,Medellín,queremos más presencia policial.,Seguridad,Urgente,1,0,0,2023,11
9123,Laura,75,M,Manizales,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,0,0,2024,2
9124,Laura,59,F,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,0,2023,9
9125,Carlos,33,M,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,0,0,0,2023,1
9126,Jorge,69,F,Bogotá,Sin Comentario,Educación,No urgente,1,1,0,2023,12
9127,Sofía,16,F,Pereira,no hay suficientes escuelas públicas.,Salud,No urgente,0,0,0,2024,3
9128,Juan,48,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,0,0,2023,10
9129,Juan,57,M,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,1,2024,3
9130,Camilo,38,Otro,Santa Marta,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,0,2024,4
9131,Valentina,38,Otro,Cali,queremos más presencia policial.,Salud,Urgente,0,0,1,2023,5
9132,Sofía,18,F,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,1,1,1,2023,2
9133,Pedro,41,M,Bucaramanga,queremos más presencia policial.,Educación,Urgente,1,1,1,2023,9
9134,Carlos,48,F,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,0,0,2024,2
9135,Valentina,69,M,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,1,0,0,2024,7
9136,Laura,59,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,1,0,1,2023,11
9137,Sofía,48,M,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,0,2023,8
9138,Valentina,44,Otro,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,1,2024,1
9139,Juan,44,M,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,1,2023,3
9140,Ana,24,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2024,1
9141,Ana,76,M,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,1,0,1,2023,1
9142,Valentina,51,M,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,1,0,0,2024,5
9143,Carlos,76,F,Bogotá,queremos más presencia policial.,Salud,No urgente,0,0,0,2023,2
9144,Juan,30,Otro,Medellín,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,1,2023,11
9145,Ana,46,F,Santa Marta,no hay suficientes escuelas públicas.,Salud,Urgente,0,0,0,2023,10
9146,Sofía,48,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,0,1,2023,7
9147,Camilo,60,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,0,0,2024,7
9148,Laura,51,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,0,2024,5
9149,Pedro,22,Otro,Medellín,Sin Comentario,Medio Ambiente,No urgente,1,0,1,2024,2
9150,Laura,54,F,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,0,1,0,2023,5
9151,Juan,23,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,0,0,0,2023,6
9152,Laura,40,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,1,1,2024,8
9153,Juan,59,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,0,2024,6
9154,Ana,48,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,0,0,1,2024,4
9155,Jorge,56,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,1,0,0,2024,2
9156,Jorge,56,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,0,2024,8
9157,Juan,64,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,0,1,2023,9
9158,Juan,80,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,0,1,2024,1
9159,María,41,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,Urgente,0,0,1,2024,7
9160,Pedro,48,M,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,1,0,2023,12
9161,Sofía,46,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,0,2023,9
9162,Valentina,43,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,0,2023,10
9163,Sofía,23,Otro,Medellín,falta agua potable en varias casas.,Educación,No urgente,1,1,1,2024,4
9164,María,48,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,0,0,2023,5
9165,Ana,24,F,Medellín,faltan médicos en el centro de salud.,Salud,No urgente,0,0,1,2023,1
9166,Carlos,67,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,0,1,2024,6
9167,Ana,76,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,1,2024,7
9168,Jorge,32,F,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,0,1,2024,8
9169,Jorge,58,Otro,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,0,1,0,2023,11
9170,Valentina,64,M,Bucaramanga,la contaminación del río está aumentando.,Educación,No urgente,0,1,0,2024,3
9171,Valentina,15,M,Medellín,falta agua potable en varias casas.,Salud,Urgente,0,0,0,2023,8
9172,Pedro,33,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,0,0,2024,1
9173,Ana,48,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,0,0,0,2023,4
9174,Carlos,60,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,No urgente,1,1,1,2023,10
9175,Camilo,73,M,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,0,1,2023,6
9176,Ana,31,M,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,0,1,1,2023,11
9177,Valentina,64,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,0,2023,1
9178,Carlos,48,F,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,0,1,0,2023,1
9179,Pedro,48,M,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,0,2023,11
9180,Ana,56,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,0,1,2023,6
9181,Valentina,18,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,0,1,2024,11
9182,Carlos,76,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,0,0,1,2023,12
9183,Juan,31,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,1,0,1,2024,11
9184,Camilo,80,M,Bogotá,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,1,1,2024,2
9185,Carlos,53,Otro,Bogotá,queremos más presencia policial.,Seguridad,No urgente,0,1,1,2023,11
9186,María,64,F,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,0,2023,4
9187,Valentina,73,Otro,Cali,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,1,0,2024,9
9188,Ana,50,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,No urgente,1,0,1,2024,5
9189,Pedro,46,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,0,0,2024,5
9190,María,21,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,1,1,2023,9
9191,Jorge,48,M,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,0,1,0,2023,2
9192,Camilo,55,M,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,0,0,1,2024,10
9193,María,58,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,0,0,2024,3
9194,Carlos,29,Otro,Medellín,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,1,1,2024,3
9195,Valentina,68,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,0,0,2024,1
9196,Ana,27,Otro,Pereira,hay problemas con la recolección de basura.,Salud,Urgente,0,0,0,2024,8
9197,María,31,Otro,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,1,1,1,2023,4
9198,Sofía,48,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,1,0,2023,1
9199,Ana,27,Otro,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,1,1,0,2023,1
9200,María,60,M,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,0,1,2023,9
9201,Jorge,36,F,Cali,la contaminación del río está aumentando.,Salud,No urgente,0,0,0,2024,3
9202,Camilo,39,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,1,1,2023,5
9203,María,52,M,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,0,1,0,2024,5
9204,Laura,48,M,Santa Marta,Sin Comentario,Seguridad,Urgente,1,0,0,2024,1
9205,Carlos,17,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,1,2023,4
9206,Sofía,33,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,1,0,2023,4
9207,Pedro,39,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,0,1,1,2024,11
9208,Laura,71,M,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,0,2023,5
9209,Sofía,27,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,0,0,2023,8
9210,Carlos,70,Otro,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,0,0,2024,6
9211,Juan,20,F,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,0,1,0,2023,6
9212,Juan,41,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,0,1,2023,1
9213,Pedro,42,F,Cali,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,0,2023,2
9214,Laura,80,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,1,2024,9
9215,Pedro,21,M,Santa Marta,queremos más presencia policial.,Salud,Urgente,0,1,1,2024,10
9216,Valentina,30,Otro,Bucaramanga,queremos más presencia policial.,Salud,No urgente,0,0,0,2023,10
9217,Ana,17,M,Cartagena,no hay suficientes escuelas públicas.,Educación,Urgente,1,0,1,2024,8
9218,Valentina,67,F,Manizales,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,0,2024,4
9219,Ana,29,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,9
9220,Sofía,76,M,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,0,0,2023,5
9221,Ana,31,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,1,1,2024,2
9222,Laura,48,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,1,1,2024,1
9223,Valentina,69,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,0,1,2024,9
9224,María,15,F,Bogotá,queremos más presencia policial.,Seguridad,Urgente,0,1,1,2024,10
9225,Carlos,48,M,Medellín,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,1,1,2023,2
9226,Juan,38,M,Manizales,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,0,0,2023,6
9227,Carlos,56,Otro,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,0,1,2024,6
9228,Pedro,15,F,Bucaramanga,Sin Comentario,Salud,No urgente,1,1,1,2023,7
9229,Juan,37,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2023,1
9230,Carlos,48,M,Barranquilla,queremos más presencia policial.,Salud,Urgente,1,1,0,2024,6
9231,Jorge,28,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,0,0,0,2023,9
9232,Camilo,57,Otro,Manizales,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,0,0,2024,2
9233,Carlos,46,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,1,1,2024,4
9234,Ana,48,Otro,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,1,0,1,2024,10
9235,Pedro,80,Otro,Manizales,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,0,2023,2
9236,Carlos,18,Otro,Cali,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2024,8
9237,Laura,20,F,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,1,1,2023,6
9238,Ana,51,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2023,11
9239,Sofía,23,Otro,Barranquilla,hay problemas con la recolección de basura.,Seguridad,No urgente,0,1,0,2023,7
9240,Valentina,37,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,0,1,2024,1
9241,Camilo,20,M,Santa Marta,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,0,2023,4
9242,Jorge,75,Otro,Cartagena,las basuras no se recogen a tiempo.,Educación,No urgente,1,1,1,2023,4
9243,Valentina,25,Otro,Manizales,las basuras no se recogen a tiempo.,Seguridad,No urgente,0,1,0,2023,9
9244,Juan,46,M,Medellín,queremos más presencia policial.,Seguridad,Urgente,1,0,0,2024,2
9245,Ana,48,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,1,0,2023,4
9246,Pedro,72,M,Santa Marta,faltan médicos en el centro de salud.,Educación,Urgente,1,0,1,2023,12
9247,María,24,F,Manizales,faltan médicos en el centro de salud.,Seguridad,Urgente,0,1,0,2024,5
9248,Jorge,73,F,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,0,0,1,2023,2
9249,Laura,32,F,Cartagena,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,0,2024,11
9250,Juan,68,Otro,Santa Marta,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,0,2023,5
9251,Jorge,41,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,0,1,2024,3
9252,Ana,76,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,0,1,0,2023,4
9253,Carlos,59,M,Pereira,no hay suficientes escuelas públicas.,Salud,Urgente,0,1,1,2024,10
9254,Pedro,78,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,0,0,2023,6
9255,Juan,35,M,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,1,0,2024,2
9256,Pedro,43,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,1,0,2024,3
9257,Ana,79,Otro,Santa Marta,Sin Comentario,Educación,Urgente,1,0,0,2023,8
9258,Pedro,48,M,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,1,2024,5
9259,Jorge,18,F,Bogotá,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,0,2024,10
9260,Sofía,66,F,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,1,1,0,2023,10
9261,Juan,62,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,0,2023,8
9262,Pedro,53,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,0,1,2024,2
9263,Laura,55,F,Cali,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,1,0,2023,10
9264,Carlos,41,Otro,Medellín,la contaminación del río está aumentando.,Salud,No urgente,0,1,0,2023,12
9265,Carlos,30,M,Manizales,Sin Comentario,Educación,No urgente,1,0,0,2024,2
9266,Laura,73,M,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,No urgente,0,1,1,2023,1
9267,Juan,23,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,0,0,0,2024,4
9268,Juan,35,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,5
9269,Laura,63,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,1,1,2023,11
9270,Carlos,25,F,Cartagena,faltan médicos en el centro de salud.,Salud,Urgente,1,0,0,2023,7
9271,María,48,Otro,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,1,0,0,2023,9
9272,Laura,48,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,0,0,1,2024,6
9273,Pedro,22,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,1
9274,Sofía,65,Otro,Cartagena,Sin Comentario,Educación,No urgente,1,1,1,2023,6
9275,Camilo,60,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,0,1,0,2024,1
9276,Carlos,54,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,1,0,0,2023,10
9277,Pedro,58,M,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,0,1,2023,10
9278,Carlos,73,M,Barranquilla,las basuras no se recogen a tiempo.,Educación,Urgente,0,0,1,2023,9
9279,Ana,33,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,No urgente,0,1,0,2023,7
9280,Pedro,47,F,Bogotá,Sin Comentario,Educación,Urgente,1,0,0,2023,1
